topic,date,avg_sentiment,frequency
⏱️ APPUNTAMENTO,2020-01,0.11428571428571431,70
⏱️ APPUNTAMENTO,2020-02,0.14999999999999997,50
⏱️ APPUNTAMENTO,2020-03,0.12068965517241381,29
⏱️ APPUNTAMENTO,2020-04,0.22727272727272732,22
⏱️ APPUNTAMENTO,2020-05,0.15000000000000002,40
⏱️ APPUNTAMENTO,2020-06,0.16666666666666671,30
⏱️ APPUNTAMENTO,2020-07,0.18085106382978722,47
⏱️ APPUNTAMENTO,2020-08,0.051724137931034482,29
⏱️ APPUNTAMENTO,2020-09,0.13,50
⏱️ APPUNTAMENTO,2020-10,0.125,4
⏱️ APPUNTAMENTO,2020-11,0.21212121212121215,33
⏱️ APPUNTAMENTO,2020-12,0.16279069767441859,43
⏱️ APPUNTAMENTO,2021-01,0.17333333333333331,75
⏱️ APPUNTAMENTO,2021-02,0.15217391304347833,92
⏱️ APPUNTAMENTO,2021-03,0.2162162162162162,74
🏷️ BRAND,2015-01,0.16666666666666669,6
🏷️ BRAND,2015-02,0,6
🏷️ BRAND,2015-03,0,6
🏷️ BRAND,2015-04,0.076923076923076913,13
🏷️ BRAND,2015-05,0.0625,8
🏷️ BRAND,2015-06,0.1875,8
🏷️ BRAND,2015-07,1,1
🏷️ BRAND,2017-01,0.22058823529411767,102
🏷️ BRAND,2017-02,0.071428571428571438,14
🏷️ BRAND,2017-03,0.052631578947368432,19
🏷️ BRAND,2017-04,0.066666666666666666,15
🏷️ BRAND,2017-05,0.19230769230769229,13
🏷️ BRAND,2017-06,0.3888888888888889,9
🏷️ BRAND,2017-07,0.42307692307692307,13
🏷️ BRAND,2017-08,0.5714285714285714,7
🏷️ BRAND,2017-09,0.36666666666666664,15
🏷️ BRAND,2017-10,0.19999999999999998,25
🏷️ BRAND,2017-11,0.076923076923076927,13
🏷️ BRAND,2017-12,0.11538461538461538,13
🏷️ BRAND,2018-01,0.28571428571428575,14
🏷️ BRAND,2018-02,0.23529411764705888,17
🏷️ BRAND,2018-03,0.029411764705882353,17
🏷️ BRAND,2018-04,0.3214285714285714,14
🏷️ BRAND,2018-05,0.5,9
🏷️ BRAND,2018-06,0.11764705882352944,17
🏷️ BRAND,2018-07,0.39999999999999997,15
🏷️ BRAND,2018-08,0.4,10
🏷️ BRAND,2018-09,0.45,10
🏷️ BRAND,2018-10,0.1818181818181818,22
🏷️ BRAND,2018-11,0.31081081081081074,37
🏷️ BRAND,2018-12,0.28703703703703703,54
🏷️ BRAND,2019-01,0.41,50
🏷️ BRAND,2019-02,0.2857142857142857,35
🏷️ BRAND,2019-03,0.20909090909090911,55
🏷️ BRAND,2019-04,0.38775510204081631,49
🏷️ BRAND,2019-05,0.39130434782608692,46
🏷️ BRAND,2019-06,0.18750000000000006,32
🏷️ BRAND,2019-07,0.33333333333333326,27
🏷️ BRAND,2019-08,0.42105263157894735,19
🏷️ BRAND,2019-09,0.27142857142857141,35
🏷️ BRAND,2019-10,0.35714285714285715,42
🏷️ BRAND,2019-11,0.32352941176470584,34
🏷️ BRAND,2019-12,0.33695652173913054,46
🏷️ BRAND,2020-01,0.23170731707317072,41
🏷️ BRAND,2020-02,0.17741935483870974,31
🏷️ BRAND,2020-03,0.16666666666666666,21
🏷️ BRAND,2020-04,0.38888888888888895,18
🏷️ BRAND,2020-05,0.24,25
🏷️ BRAND,2020-06,0.3125,24
🏷️ BRAND,2020-07,0.19117647058823528,34
🏷️ BRAND,2020-08,0.19565217391304346,23
🏷️ BRAND,2020-09,0.36363636363636359,22
🏷️ BRAND,2020-10,0,1
🏷️ BRAND,2020-11,0.21052631578947373,19
🏷️ BRAND,2020-12,0.28000000000000008,25
🏷️ BRAND,2021-01,0.24193548387096772,31
🏷️ BRAND,2021-02,0.2,25
🏷️ BRAND,2021-03,0.45454545454545464,33
📦 DELIVERY,2015-01,0,3
📦 DELIVERY,2015-02,0,1
📦 DELIVERY,2015-03,0.25,4
📦 DELIVERY,2015-04,0,3
📦 DELIVERY,2015-05,0.125,4
📦 DELIVERY,2015-06,0.30000000000000004,5
📦 DELIVERY,2015-07,0,3
📦 DELIVERY,2017-01,0.1283783783783784,74
📦 DELIVERY,2017-02,0,16
📦 DELIVERY,2017-03,0.20000000000000004,20
📦 DELIVERY,2017-04,0.035714285714285719,14
📦 DELIVERY,2017-05,0.23333333333333328,30
📦 DELIVERY,2017-06,0.088235294117647065,17
📦 DELIVERY,2017-07,0.049999999999999996,10
📦 DELIVERY,2017-08,0.045454545454545449,11
📦 DELIVERY,2017-09,0,14
📦 DELIVERY,2017-10,0.21875000000000006,16
📦 DELIVERY,2017-11,0.023809523809523808,21
📦 DELIVERY,2017-12,0.06666666666666668,15
📦 DELIVERY,2018-01,0.17307692307692313,26
📦 DELIVERY,2018-02,0,17
📦 DELIVERY,2018-03,0.03125,16
📦 DELIVERY,2018-04,0.3,10
📦 DELIVERY,2018-05,0.15384615384615385,13
📦 DELIVERY,2018-06,0.1111111111111111,9
📦 DELIVERY,2018-07,0.083333333333333343,12
📦 DELIVERY,2018-08,0,9
📦 DELIVERY,2018-09,0.090909090909090925,11
📦 DELIVERY,2018-10,0.15000000000000002,10
📦 DELIVERY,2018-11,0.12,25
📦 DELIVERY,2018-12,0.27083333333333337,24
📦 DELIVERY,2019-01,0.10810810810810813,37
📦 DELIVERY,2019-02,0.083333333333333356,42
📦 DELIVERY,2019-03,0.19230769230769232,26
📦 DELIVERY,2019-04,0.086956521739130418,23
📦 DELIVERY,2019-05,0,22
📦 DELIVERY,2019-06,0.083333333333333343,18
📦 DELIVERY,2019-07,0.23809523809523814,21
📦 DELIVERY,2019-08,0.11904761904761904,21
📦 DELIVERY,2019-09,0.11538461538461538,26
📦 DELIVERY,2019-10,0.12962962962962968,27
📦 DELIVERY,2019-11,0.1166666666666667,30
📦 DELIVERY,2019-12,0.17307692307692304,26
📦 DELIVERY,2020-01,0.055555555555555552,36
📦 DELIVERY,2020-02,0.18421052631578949,19
📦 DELIVERY,2020-03,0.5,10
📦 DELIVERY,2020-04,0.31818181818181818,11
📦 DELIVERY,2020-05,0.11111111111111113,18
📦 DELIVERY,2020-06,0.060000000000000012,25
📦 DELIVERY,2020-07,0.083333333333333329,24
📦 DELIVERY,2020-08,0.10714285714285712,14
📦 DELIVERY,2020-09,0.047619047619047616,21
📦 DELIVERY,2020-11,0.39999999999999997,15
📦 DELIVERY,2020-12,0.07407407407407407,27
📦 DELIVERY,2021-01,0.17073170731707318,41
📦 DELIVERY,2021-02,0.16666666666666669,48
📦 DELIVERY,2021-03,0.14473684210526316,38
🔧 RIPARAZIONE,2015-01,0.13043478260869568,69
🔧 RIPARAZIONE,2015-02,0.14473684210526322,76
🔧 RIPARAZIONE,2015-03,0.13999999999999996,100
🔧 RIPARAZIONE,2015-04,0.23157894736842113,95
🔧 RIPARAZIONE,2015-05,0.22727272727272724,121
🔧 RIPARAZIONE,2015-06,0.23863636363636365,88
🔧 RIPARAZIONE,2015-07,0.076923076923076913,13
🔧 RIPARAZIONE,2017-01,0.18763919821826266,1796
🔧 RIPARAZIONE,2017-02,0.18129330254041565,433
🔧 RIPARAZIONE,2017-03,0.16581632653061221,392
🔧 RIPARAZIONE,2017-04,0.2332155477031802,283
🔧 RIPARAZIONE,2017-05,0.23417721518987333,395
🔧 RIPARAZIONE,2017-06,0.2653061224489795,343
🔧 RIPARAZIONE,2017-07,0.25085324232081907,293
🔧 RIPARAZIONE,2017-08,0.23390557939914158,233
🔧 RIPARAZIONE,2017-09,0.28571428571428586,273
🔧 RIPARAZIONE,2017-10,0.23743016759776533,358
🔧 RIPARAZIONE,2017-11,0.21860986547085198,446
🔧 RIPARAZIONE,2017-12,0.23015873015873017,378
🔧 RIPARAZIONE,2018-01,0.26847826086956511,460
🔧 RIPARAZIONE,2018-02,0.23846153846153861,390
🔧 RIPARAZIONE,2018-03,0.27817745803357319,417
🔧 RIPARAZIONE,2018-04,0.22659176029962538,267
🔧 RIPARAZIONE,2018-05,0.24285714285714302,385
🔧 RIPARAZIONE,2018-06,0.25078369905956088,319
🔧 RIPARAZIONE,2018-07,0.29420289855072468,345
🔧 RIPARAZIONE,2018-08,0.234732824427481,262
🔧 RIPARAZIONE,2018-09,0.2150837988826815,179
🔧 RIPARAZIONE,2018-10,0.23011363636363624,352
🔧 RIPARAZIONE,2018-11,0.25859374999999979,640
🔧 RIPARAZIONE,2018-12,0.28035714285714242,840
🔧 RIPARAZIONE,2019-01,0.24041621029572852,913
🔧 RIPARAZIONE,2019-02,0.24865156418554485,927
🔧 RIPARAZIONE,2019-03,0.24403183023872693,754
🔧 RIPARAZIONE,2019-04,0.288173652694611,668
🔧 RIPARAZIONE,2019-05,0.274798927613941,746
🔧 RIPARAZIONE,2019-06,0.30258620689655152,580
🔧 RIPARAZIONE,2019-07,0.2504105090311986,609
🔧 RIPARAZIONE,2019-08,0.24957698815566859,591
🔧 RIPARAZIONE,2019-09,0.29768270944741565,561
🔧 RIPARAZIONE,2019-10,0.25097276264591478,771
🔧 RIPARAZIONE,2019-11,0.27233250620347393,806
🔧 RIPARAZIONE,2019-12,0.27840909090909044,704
🔧 RIPARAZIONE,2020-01,0.24119076549210222,823
🔧 RIPARAZIONE,2020-02,0.24005891016200298,679
🔧 RIPARAZIONE,2020-03,0.29411764705882348,340
🔧 RIPARAZIONE,2020-04,0.31969696969696954,330
🔧 RIPARAZIONE,2020-05,0.31172839506172845,486
🔧 RIPARAZIONE,2020-06,0.2780701754385968,570
🔧 RIPARAZIONE,2020-07,0.26428571428571429,560
🔧 RIPARAZIONE,2020-08,0.25255102040816296,392
🔧 RIPARAZIONE,2020-09,0.26609442060085831,466
🔧 RIPARAZIONE,2020-10,0.3392857142857143,28
🔧 RIPARAZIONE,2020-11,0.30909090909090936,440
🔧 RIPARAZIONE,2020-12,0.27408056042031531,571
🔧 RIPARAZIONE,2021-01,0.43089430894308922,1107
🔧 RIPARAZIONE,2021-02,0.50214855739717668,1629
🔧 RIPARAZIONE,2021-03,0.57095926412615,1522
🚿 PRODOTTO,2015-01,0.12727272727272732,55
🚿 PRODOTTO,2015-02,0.14473684210526314,38
🚿 PRODOTTO,2015-03,0.15833333333333344,60
🚿 PRODOTTO,2015-04,0.14912280701754382,57
🚿 PRODOTTO,2015-05,0.12500000000000003,68
🚿 PRODOTTO,2015-06,0.12359550561797751,89
🚿 PRODOTTO,2015-07,0.10000000000000002,10
🚿 PRODOTTO,2017-01,0.13108614232209759,1068
🚿 PRODOTTO,2017-02,0.092975206611570216,242
🚿 PRODOTTO,2017-03,0.091304347826086929,230
🚿 PRODOTTO,2017-04,0.12215909090909093,176
🚿 PRODOTTO,2017-05,0.1339285714285714,224
🚿 PRODOTTO,2017-06,0.10597826086956524,184
🚿 PRODOTTO,2017-07,0.15976331360946744,169
🚿 PRODOTTO,2017-08,0.11417322834645671,127
🚿 PRODOTTO,2017-09,0.14429530201342289,149
🚿 PRODOTTO,2017-10,0.13744075829383878,211
🚿 PRODOTTO,2017-11,0.1150627615062761,239
🚿 PRODOTTO,2017-12,0.11650485436893204,206
🚿 PRODOTTO,2018-01,0.15584415584415579,231
🚿 PRODOTTO,2018-02,0.13571428571428579,210
🚿 PRODOTTO,2018-03,0.13720930232558134,215
🚿 PRODOTTO,2018-04,0.1648351648351648,182
🚿 PRODOTTO,2018-05,0.13253012048192772,249
🚿 PRODOTTO,2018-06,0.17610062893081757,159
🚿 PRODOTTO,2018-07,0.11559139784946235,186
🚿 PRODOTTO,2018-08,0.074324324324324384,148
🚿 PRODOTTO,2018-09,0.095238095238095274,126
🚿 PRODOTTO,2018-10,0.12944162436548229,197
🚿 PRODOTTO,2018-11,0.12305699481865293,386
🚿 PRODOTTO,2018-12,0.109704641350211,474
🚿 PRODOTTO,2019-01,0.14183673469387756,490
🚿 PRODOTTO,2019-02,0.10670194003527346,567
🚿 PRODOTTO,2019-03,0.13655913978494641,465
🚿 PRODOTTO,2019-04,0.12887828162291171,419
🚿 PRODOTTO,2019-05,0.17567567567567557,407
🚿 PRODOTTO,2019-06,0.1501240694789083,403
🚿 PRODOTTO,2019-07,0.13081395348837213,344
🚿 PRODOTTO,2019-08,0.13400576368876085,347
🚿 PRODOTTO,2019-09,0.1314363143631436,369
🚿 PRODOTTO,2019-10,0.13109756097560979,492
🚿 PRODOTTO,2019-11,0.16204690831556506,469
🚿 PRODOTTO,2019-12,0.14487179487179497,390
🚿 PRODOTTO,2020-01,0.12721893491124256,507
🚿 PRODOTTO,2020-02,0.1517241379310344,435
🚿 PRODOTTO,2020-03,0.13471502590673573,193
🚿 PRODOTTO,2020-04,0.17808219178082196,219
🚿 PRODOTTO,2020-05,0.14469453376205788,311
🚿 PRODOTTO,2020-06,0.1310679611650486,309
🚿 PRODOTTO,2020-07,0.13583815028901725,346
🚿 PRODOTTO,2020-08,0.11585365853658543,246
🚿 PRODOTTO,2020-09,0.17881944444444459,288
🚿 PRODOTTO,2020-10,0.13888888888888887,18
🚿 PRODOTTO,2020-11,0.1316793893129771,262
🚿 PRODOTTO,2020-12,0.15370370370370376,270
🚿 PRODOTTO,2021-01,0.11866666666666675,375
🚿 PRODOTTO,2021-02,0.13287671232876719,365
🚿 PRODOTTO,2021-03,0.18018018018018023,333
🛠️ INSTALLAZIONE,2015-01,0,3
🛠️ INSTALLAZIONE,2015-02,0,1
🛠️ INSTALLAZIONE,2015-03,0.33333333333333337,3
🛠️ INSTALLAZIONE,2015-04,0,2
🛠️ INSTALLAZIONE,2015-05,0.5,2
🛠️ INSTALLAZIONE,2015-06,0.25,4
🛠️ INSTALLAZIONE,2017-01,0.26923076923076922,26
🛠️ INSTALLAZIONE,2017-02,0,2
🛠️ INSTALLAZIONE,2017-03,0.125,8
🛠️ INSTALLAZIONE,2017-04,0,3
🛠️ INSTALLAZIONE,2017-05,0.5,4
🛠️ INSTALLAZIONE,2017-06,0.5,4
🛠️ INSTALLAZIONE,2017-07,0.4,5
🛠️ INSTALLAZIONE,2017-08,0.0625,8
🛠️ INSTALLAZIONE,2017-09,0,7
🛠️ INSTALLAZIONE,2017-10,0.2142857142857143,7
🛠️ INSTALLAZIONE,2017-11,0,6
🛠️ INSTALLAZIONE,2017-12,0.16666666666666669,6
🛠️ INSTALLAZIONE,2018-01,0.083333333333333343,6
🛠️ INSTALLAZIONE,2018-02,0.25000000000000006,8
🛠️ INSTALLAZIONE,2018-03,0.25,6
🛠️ INSTALLAZIONE,2018-04,0.083333333333333343,6
🛠️ INSTALLAZIONE,2018-05,0.25,10
🛠️ INSTALLAZIONE,2018-06,0.16666666666666666,9
🛠️ INSTALLAZIONE,2018-07,0.4,5
🛠️ INSTALLAZIONE,2018-08,0,6
🛠️ INSTALLAZIONE,2018-09,0.5,6
🛠️ INSTALLAZIONE,2018-10,0,4
🛠️ INSTALLAZIONE,2018-11,0.1,10
🛠️ INSTALLAZIONE,2018-12,0.055555555555555566,9
🛠️ INSTALLAZIONE,2019-01,0.14285714285714288,14
🛠️ INSTALLAZIONE,2019-02,0.22727272727272732,22
🛠️ INSTALLAZIONE,2019-03,0.34615384615384615,13
🛠️ INSTALLAZIONE,2019-04,0.15789473684210525,19
🛠️ INSTALLAZIONE,2019-05,0.21052631578947373,19
🛠️ INSTALLAZIONE,2019-06,0.15384615384615383,13
🛠️ INSTALLAZIONE,2019-07,0.38461538461538464,13
🛠️ INSTALLAZIONE,2019-08,0.25000000000000006,16
🛠️ INSTALLAZIONE,2019-09,0.53333333333333333,15
🛠️ INSTALLAZIONE,2019-10,0.225,20
🛠️ INSTALLAZIONE,2019-11,0.36363636363636359,11
🛠️ INSTALLAZIONE,2019-12,0.25000000000000006,8
🛠️ INSTALLAZIONE,2020-01,0.13333333333333333,15
🛠️ INSTALLAZIONE,2020-02,0.22727272727272732,11
🛠️ INSTALLAZIONE,2020-03,0.375,4
🛠️ INSTALLAZIONE,2020-04,0.14285714285714285,7
🛠️ INSTALLAZIONE,2020-05,0.41176470588235292,17
🛠️ INSTALLAZIONE,2020-06,0.26315789473684215,19
🛠️ INSTALLAZIONE,2020-07,0.20588235294117652,17
🛠️ INSTALLAZIONE,2020-08,0.25000000000000006,6
🛠️ INSTALLAZIONE,2020-09,0.1875,8
🛠️ INSTALLAZIONE,2020-10,0,1
🛠️ INSTALLAZIONE,2020-11,0.41666666666666663,6
🛠️ INSTALLAZIONE,2020-12,0.5,7
🛠️ INSTALLAZIONE,2021-01,0.26315789473684215,19
🛠️ INSTALLAZIONE,2021-02,0.33333333333333331,12
🛠️ INSTALLAZIONE,2021-03,0.31578947368421056,19
🤙 CONTACT CENTER,2015-01,0.11666666666666671,60
🤙 CONTACT CENTER,2015-02,0.1640625,64
🤙 CONTACT CENTER,2015-03,0.12068965517241381,87
🤙 CONTACT CENTER,2015-04,0.093750000000000028,64
🤙 CONTACT CENTER,2015-05,0.15760869565217392,92
🤙 CONTACT CENTER,2015-06,0.22142857142857145,70
🤙 CONTACT CENTER,2015-07,0.33333333333333331,9
🤙 CONTACT CENTER,2017-01,0.1395973154362416,1490
🤙 CONTACT CENTER,2017-02,0.11163522012578624,318
🤙 CONTACT CENTER,2017-03,0.16304347826086965,276
🤙 CONTACT CENTER,2017-04,0.18464730290456435,241
🤙 CONTACT CENTER,2017-05,0.1805111821086261,313
🤙 CONTACT CENTER,2017-06,0.17382812499999992,256
🤙 CONTACT CENTER,2017-07,0.26142131979695438,197
🤙 CONTACT CENTER,2017-08,0.217741935483871,124
🤙 CONTACT CENTER,2017-09,0.24438202247191024,178
🤙 CONTACT CENTER,2017-10,0.18318965517241387,232
🤙 CONTACT CENTER,2017-11,0.19014084507042242,284
🤙 CONTACT CENTER,2017-12,0.19318181818181809,264
🤙 CONTACT CENTER,2018-01,0.20318021201413428,283
🤙 CONTACT CENTER,2018-02,0.19917012448132779,241
🤙 CONTACT CENTER,2018-03,0.252136752136752,234
🤙 CONTACT CENTER,2018-04,0.25850340136054417,147
🤙 CONTACT CENTER,2018-05,0.32425742574257432,202
🤙 CONTACT CENTER,2018-06,0.24702380952380967,168
🤙 CONTACT CENTER,2018-07,0.27777777777777773,162
🤙 CONTACT CENTER,2018-08,0.2205882352941177,102
🤙 CONTACT CENTER,2018-09,0.27619047619047615,105
🤙 CONTACT CENTER,2018-10,0.30666666666666659,150
🤙 CONTACT CENTER,2018-11,0.176553672316384,354
🤙 CONTACT CENTER,2018-12,0.24431818181818185,440
🤙 CONTACT CENTER,2019-01,0.26673640167363982,478
🤙 CONTACT CENTER,2019-02,0.2427385892116182,482
🤙 CONTACT CENTER,2019-03,0.23599999999999996,375
🤙 CONTACT CENTER,2019-04,0.25955414012738853,314
🤙 CONTACT CENTER,2019-05,0.28085642317380372,397
🤙 CONTACT CENTER,2019-06,0.23898305084745775,295
🤙 CONTACT CENTER,2019-07,0.26349206349206344,315
🤙 CONTACT CENTER,2019-08,0.33082706766917297,266
🤙 CONTACT CENTER,2019-09,0.24242424242424251,264
🤙 CONTACT CENTER,2019-10,0.27989821882951649,393
🤙 CONTACT CENTER,2019-11,0.28414096916299547,454
🤙 CONTACT CENTER,2019-12,0.29129129129129128,333
🤙 CONTACT CENTER,2020-01,0.22905027932960909,358
🤙 CONTACT CENTER,2020-02,0.30283911671924296,317
🤙 CONTACT CENTER,2020-03,0.28807947019867552,151
🤙 CONTACT CENTER,2020-04,0.32781456953642391,151
🤙 CONTACT CENTER,2020-05,0.26291079812206575,213
🤙 CONTACT CENTER,2020-06,0.30392156862745112,255
🤙 CONTACT CENTER,2020-07,0.27884615384615391,260
🤙 CONTACT CENTER,2020-08,0.21974522292993631,157
🤙 CONTACT CENTER,2020-09,0.25514403292181076,243
🤙 CONTACT CENTER,2020-10,0.30000000000000004,20
🤙 CONTACT CENTER,2020-11,0.25934579439252342,214
🤙 CONTACT CENTER,2020-12,0.26895306859205786,277
🤙 CONTACT CENTER,2021-01,0.38777372262773724,548
🤙 CONTACT CENTER,2021-02,0.53913043478260825,805
🤙 CONTACT CENTER,2021-03,0.60484848484848419,825
🥇 QUALITA,2015-01,0.16176470588235306,68
🥇 QUALITA,2015-02,0.12500000000000003,68
🥇 QUALITA,2015-03,0.12650602409638556,83
🥇 QUALITA,2015-04,0.098591549295774655,71
🥇 QUALITA,2015-05,0.0958904109589041,73
🥇 QUALITA,2015-06,0.064935064935064915,77
🥇 QUALITA,2015-07,0.2,5
🥇 QUALITA,2017-01,0.11136624569460393,871
🥇 QUALITA,2017-02,0.10514018691588786,214
🥇 QUALITA,2017-03,0.085903083700440488,227
🥇 QUALITA,2017-04,0.083916083916083878,143
🥇 QUALITA,2017-05,0.081460674157303362,178
🥇 QUALITA,2017-06,0.071839080459770152,174
🥇 QUALITA,2017-07,0.1111111111111112,126
🥇 QUALITA,2017-08,0.08962264150943397,106
🥇 QUALITA,2017-09,0.065693430656934351,137
🥇 QUALITA,2017-10,0.14516129032258071,155
🥇 QUALITA,2017-11,0.10169491525423728,177
🥇 QUALITA,2017-12,0.14912280701754385,171
🥇 QUALITA,2018-01,0.10962566844919794,187
🥇 QUALITA,2018-02,0.11363636363636369,176
🥇 QUALITA,2018-03,0.07178217821782179,202
🥇 QUALITA,2018-04,0.082781456953642391,151
🥇 QUALITA,2018-05,0.0890052356020943,191
🥇 QUALITA,2018-06,0.10509554140127395,157
🥇 QUALITA,2018-07,0.072674418604651209,172
🥇 QUALITA,2018-08,0.10096153846153846,104
🥇 QUALITA,2018-09,0.084821428571428589,112
